"","scenario","sector","technology","subsector","Units","USREP_region","year","invest","PercentChangeFromCPOL"
"1226","Enhanced Ambition","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","SouthAtlantic","2025",0.00238337107,0.0137020167434285
"1227","Enhanced Ambition","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","SouthAtlantic","2030",0.002790352916218,0.0488980448371892
"1228","Enhanced Ambition","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","SouthAtlantic","2035",0.00435718224016798,-0.235816163962054
"1229","Enhanced Ambition","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","West","2020",0.00490605179657,0.0724795245404117
"1230","Enhanced Ambition","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","West","2025",0.0078276382788,0.0874662402185999
"1231","Enhanced Ambition","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","West","2030",0.0151078350344346,1.01052202286937
"1232","Enhanced Ambition","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","West","2035",0.00648129033881326,0.029469780291931
"1233","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","AK-HI","2020",0.01106670156497,-0.000303150813945829
"1234","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","AK-HI","2025",0.0109170948312,-0.00112439104535877
"1235","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","AK-HI","2030",0.0091940226167425,0.00548933221559134
"1236","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","AK-HI","2035",0.00707377531845525,-0.22084614532695
"1237","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Appalachia","2020",0.26665347923955,0.00200415961357159
"1238","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Appalachia","2025",0.28793272241228,0.00211171665694398
"1239","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Appalachia","2030",0.217314830911748,-0.0891421596576244
"1240","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Appalachia","2035",0.0965625801807618,-0.571755851571118
"1241","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","GulfCoast","2020",0.1165359138045,0.00236208514401892
"1242","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","GulfCoast","2025",0.1324611799118,0.00411384967326756
"1243","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","GulfCoast","2030",0.109533097363214,0.0165687080817294
"1244","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","GulfCoast","2035",0.0905830365852794,-0.0477569635542581
"1245","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","MidA","2020",0.2241058268847,-0.0147094221447783
"1246","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","MidA","2025",0.23898780024119,-0.0293866769538964
"1247","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","MidA","2030",0.158775529509205,-0.224727244616545
"1248","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","MidA","2035",0.0572771803796184,-0.699787803742876
"1249","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Midcontinent","2020",0.15626710641126,0.00289024692063533
"1250","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Midcontinent","2025",0.17104833102624,0.00459474786290803
"1251","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Midcontinent","2030",0.144816918301117,0.0233135956505508
"1252","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Midcontinent","2035",0.110340734216195,-0.136122370840252
"1253","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Midwest","2020",0.4006140732767,0.00182233561696998
"1254","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Midwest","2025",0.4401126208349,0.00401944013196309
"1255","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Midwest","2030",0.328100676195933,-0.115158442213704
"1256","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","Midwest","2035",0.143792913604212,-0.581526731469143
"1257","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","NewEngland","2020",0.37338119572536,-0.00404214490518062
"1258","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","NewEngland","2025",0.41397132258988,-0.00579009460932733
"1259","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","NewEngland","2030",0.268140614311711,-0.27351820535661
"1260","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","NewEngland","2035",0.0806506326791875,-0.772074444318063
"1261","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","PacificNorthwest","2020",0.0633559217928,-0.0188777915013814
"1262","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","PacificNorthwest","2025",0.06509088411648,-0.033089636179124
"1263","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","PacificNorthwest","2030",0.0438747836109095,-0.17523266855536
"1264","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","PacificNorthwest","2035",0.0121344765337437,-0.717243076147348
"1265","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","RockiesCentral","2020",0.12842672521005,0.000294594316044172
"1266","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","RockiesCentral","2025",0.14560243986042,0.00124781229792381
"1267","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","RockiesCentral","2030",0.105288683112641,-0.160039679560717
"1268","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","RockiesCentral","2035",0.0586950558482147,-0.48769648532057
"1269","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","SouthAtlantic","2020",0.11405229775886,0.00418860409597621
"1270","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","SouthAtlantic","2025",0.12182963920394,0.00771157248996146
"1271","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","SouthAtlantic","2030",0.0972751720001247,0.0207351407485139
"1272","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","SouthAtlantic","2035",0.0731464731037932,-0.108724448565085
"1273","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","West","2020",0.5915443288563,-0.000171473953351375
"1274","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","West","2025",0.7069458232834,0.000244433440411473
"1275","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","West","2030",0.504179825434495,-0.239883534993592
"1276","Enhanced Ambition","resid hot water","gas water heater","gas","Billions 1975$","West","2035",0.0524073942298707,-0.65516483456666
"1277","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","AK-HI","2020",0.00119672570547,-0.00432505350120926
"1278","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","AK-HI","2025",0.00128205131514,-0.00853564012123065
"1279","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","AK-HI","2030",0.00114304908943737,-0.00952722506757286
"1280","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","AK-HI","2035",0.00093190091449953,-0.326305398916295
"1281","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Appalachia","2020",0.02629652821341,0.00204019308389003
"1282","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Appalachia","2025",0.02866407025257,0.00164688207086727
"1283","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Appalachia","2030",0.0212514782421257,-0.0939892371861869
"1284","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Appalachia","2035",0.00899451254550271,-0.60564263453855
"1285","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","GulfCoast","2020",0.01094305624386,0.00212122523852498
"1286","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","GulfCoast","2025",0.01207516168839,0.003477777515007
"1287","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","GulfCoast","2030",0.00937264915781233,0.00955640114179146
"1288","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","GulfCoast","2035",0.00663524380534949,-0.145419823956402
"1289","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","MidA","2020",0.0221710877736,-0.0131472676017144
"1290","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","MidA","2025",0.02391213052487,-0.0285550654970506
"1291","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","MidA","2030",0.0157101223139014,-0.224499427083234
"1292","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","MidA","2035",0.00539042808632813,-0.723199436949932
"1293","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midcontinent","2020",0.01533109101777,0.00293082322507132
"1294","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midcontinent","2025",0.01687814109382,0.00434692095298006
"1295","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midcontinent","2030",0.0139709158435518,0.0176125417618547
"1296","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midcontinent","2035",0.00998849466962133,-0.210130857303218
"1297","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midwest","2020",0.03977240815864,0.00196803045766814
"1298","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midwest","2025",0.0444018151032,0.00384404526956827
"1299","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midwest","2030",0.0326935223909368,-0.119490997188174
"1300","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midwest","2035",0.0138668040566844,-0.611473268070634
"1301","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","NewEngland","2020",0.03826303795778,-0.00402497659160794
"1302","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","NewEngland","2025",0.04421890893544,-0.0064001032345562
"1303","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","NewEngland","2030",0.0288037627417456,-0.279772578224299
"1304","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","NewEngland","2035",0.00915757847299727,-0.777683360147164
"1305","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","PacificNorthwest","2020",0.00623142429557,-0.0173096680451943
"1306","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","PacificNorthwest","2025",0.0064340693379,-0.0324582151946137
"1307","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","PacificNorthwest","2030",0.00429158751941618,-0.171208409837927
"1308","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","PacificNorthwest","2035",0.0011562358508695,-0.727997236528009
"1309","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2020",0.01246164280169,0.000529791471675534
"1310","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2025",0.01413443325621,0.00103350442142824
"1311","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2030",0.0100711578028802,-0.151633143532883
"1312","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2035",0.00528897663965763,-0.516759308100074
"1313","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2020",0.01105791210621,0.00384322455189356
"1314","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2025",0.01173648648785,0.00705319470373733
"1315","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2030",0.00905928510912652,0.0147755037494031
"1316","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2035",0.00614044087412043,-0.192731765952999
"1317","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2020",0.06030960872072,0.000102427981278019
"1318","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2025",0.07508552061535,-3.77536510431931e-05
"1319","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2030",0.0535015028696389,-0.245568109039991
"1320","Enhanced Ambition","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2035",0.00536399727611355,-0.676147705052756
"1321","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2020",0,NA
"1322","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2025",0,NA
"1323","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2030",0,NA
"1324","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2035",0,NA
"1325","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2020",0,NA
"1326","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2025",0,NA
"1327","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2030",0,NA
"1328","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2035",0,NA
"1329","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2020",0,NA
"1330","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2025",0,NA
"1331","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2030",0,NA
"1332","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2035",0,NA
"1333","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","MidA","2020",0,NA
"1334","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","MidA","2025",0,NA
"1335","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","MidA","2030",0,NA
"1336","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","MidA","2035",0,NA
"1337","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2020",0,NA
"1338","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2025",0,NA
"1339","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2030",0,NA
"1340","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2035",0,NA
"1341","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Midwest","2020",0,NA
"1342","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Midwest","2025",0,NA
"1343","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Midwest","2030",0,NA
"1344","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","Midwest","2035",0,NA
"1345","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2020",0,NA
"1346","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2025",0,NA
"1347","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2030",0,NA
"1348","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2035",0,NA
"1349","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2020",0,NA
"1350","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2025",0,NA
"1351","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2030",0,NA
"1352","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2035",0,NA
"1353","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2020",0,NA
"1354","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2025",0,NA
"1355","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2030",0,NA
"1356","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2035",0,NA
"1357","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2020",0,NA
"1358","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2025",0,NA
"1359","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2030",0,NA
"1360","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2035",0,NA
"1361","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","West","2020",0,NA
"1362","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","West","2025",0,NA
"1363","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","West","2030",0,NA
"1364","ExecRollback","resid heating","coal furnace","coal","Billions 1975$","West","2035",0,NA
"1365","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2020",0.0172659755606,0
"1366","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2025",0.016626497309982,-2.57319977547965e-08
"1367","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2030",0.015508349832798,2.02346705500123e-05
"1368","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2035",0.015092123105835,0.000706571112498278
"1369","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2020",0.73241825451947,-4.69165237770852e-08
"1370","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2025",0.62863293132227,1.59294043511338e-06
"1371","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2030",0.5911964449697,1.72957391673112e-05
"1372","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2035",0.48949007560985,0.0025289729569542
"1373","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2020",0.38783541739513,-1.81800566823043e-08
"1374","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2025",0.32843840596526,-3.85936780755713e-07
"1375","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2030",0.29394197450654,7.87499751497833e-06
"1376","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2035",0.25903316921594,0.00242074937910619
"1377","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","MidA","2020",0.64998159241679,-5.15410415458106e-08
"1378","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","MidA","2025",0.54630489341509,1.76467586654461e-06
"1379","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","MidA","2030",0.47637162045327,1.44383217641764e-05
"1380","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","MidA","2035",0.40032515123486,0.00112331596106063
"1381","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2020",0.40008462641389,-2.06318095941072e-08
"1382","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2025",0.34017797632011,-2.64479544487273e-07
"1383","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2030",0.31164952765128,1.04412881365423e-05
"1384","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2035",0.25855576165649,0.00423817718603448
"1385","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2020",0.4940868149159,-4.98561143480458e-08
"1386","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2025",0.42566451807278,1.41106025752791e-07
"1387","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2030",0.41437214238245,2.58891898092806e-05
"1388","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2035",0.34178330949266,0.00670613876766546
"1389","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2020",0.18100172154643,-9.18730403975943e-08
"1390","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2025",0.14579632843432,1.363968786805e-06
"1391","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2030",0.12851006711689,5.1404294900248e-05
"1392","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2035",0.10784659078293,0.00639351979148817
"1393","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2020",0.23537131396077,-6.58495664662695e-08
"1394","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2025",0.18858752659707,-4.40717235483667e-07
"1395","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2030",0.16642593568089,7.77931454232217e-06
"1396","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2035",0.13689460042944,0.00095217894660804
"1397","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2020",0.1318844615907,-5.69624311053119e-08
"1398","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2025",0.10741239769433,-6.44508427738444e-08
"1399","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2030",0.09727376938497,1.93102748384799e-05
"1400","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2035",0.08355355170467,0.00291828033790531
"1401","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2020",0.54184874117026,-1.42240985656628e-08
"1402","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2025",0.47526587924364,8.86348550777072e-07
"1403","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2030",0.42908093642134,8.00548935431245e-06
"1404","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2035",0.36198060805433,0.00121607652120037
"1405","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","West","2020",0.21572132262258,-7.75432787980534e-08
"1406","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","West","2025",0.17893943217814,3.04057836020277e-07
"1407","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","West","2030",0.15991117918344,1.82695870840632e-05
"1408","ExecRollback","resid heating","electric furnace","electricity","Billions 1975$","West","2035",0.13545527402132,0.00246931466980649
"1409","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2020",0.00828578966449,0
"1410","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2025",0.01708319671867,-1.63063308440403e-05
"1411","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2030",0.02935341597042,-0.00174732241123432
"1412","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2035",0.0434611960232,0.000909016904635962
"1413","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2020",0.3689403339019,-2.8724689561388e-06
"1414","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2025",0.6026506277917,-0.000156557715826233
"1415","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2030",0.8732917040443,-0.00154698155580379
"1416","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2035",1.0492010766862,0.00366318792300691
"1417","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2020",0.1771883358651,0
"1418","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2025",0.2452175972288,8.95400568623472e-06
"1419","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2030",0.3276016990191,-0.000240481827408101
"1420","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2035",0.4213881427388,0.00145901776427548
"1421","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2020",0.3115765082871,-3.32251191270672e-06
"1422","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2025",0.46909687574071,-0.000195068740131976
"1423","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2030",0.61101987974134,-0.00127061771234549
"1424","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2035",0.7435962449548,0.000450627014489724
"1425","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2020",0.1951130687553,-4.49934804747087e-07
"1426","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2025",0.31626899941685,1.59008885014522e-06
"1427","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2030",0.4527222610335,-0.000598130783638018
"1428","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2035",0.54574736663062,0.00569506779625129
"1429","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2020",0.2886535265132,-4.17751520709331e-07
"1430","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2025",0.6208986580196,-0.000173210763788179
"1431","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2030",0.9974641803276,-0.00228674394665962
"1432","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2035",1.165856436326,0.00793094797425198
"1433","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","NewEngland","2020",0.12923160356966,-8.62499348275314e-07
"1434","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","NewEngland","2025",0.37679994742129,-0.000735948513646445
"1435","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","NewEngland","2030",0.60015250474071,-0.00366652320312388
"1436","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","NewEngland","2035",0.67108613417341,0.00272135598666234
"1437","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","PacificNorthwest","2020",0.127525036053,-2.70070317565096e-06
"1438","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","PacificNorthwest","2025",0.1681304312479,-2.59380628253592e-06
"1439","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","PacificNorthwest","2030",0.216677948461,-0.000167530225728907
"1440","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","PacificNorthwest","2035",0.2571674751464,0.000208337409169035
"1441","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","RockiesCentral","2020",0.07521543839786,-1.61536868403811e-06
"1442","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","RockiesCentral","2025",0.14613277554841,-2.79906531566176e-05
"1443","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","RockiesCentral","2030",0.22150005501173,-0.00120277006994207
"1444","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","RockiesCentral","2035",0.26906079119766,0.00173587879182513
"1445","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","SouthAtlantic","2020",0.2405967488496,-1.23566076704051e-07
"1446","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","SouthAtlantic","2025",0.3195783498951,-3.25246451320371e-05
"1447","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","SouthAtlantic","2030",0.40530769766,-0.000219334976022223
"1448","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","SouthAtlantic","2035",0.4975396593462,0.000979814302446425
"1449","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","West","2020",0.1499271525896,0
"1450","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","West","2025",0.2427067912005,-4.04086899616907e-05
"1451","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","West","2030",0.34018551778,-0.000757907660894785
"1452","ExecRollback","resid heating","electric heat pump","electricity","Billions 1975$","West","2035",0.40908673700408,0.00167427257323349
"1453","ExecRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","AK-HI","2020",0.01622447313825,0
