"","scenario","sector","technology","subsector","Units","USREP_region","year","invest","PercentChangeFromCPOL"
"532","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","AK-HI","2035",0.00068618133083852,0
"533","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Appalachia","2020",0.00562727988528,0
"534","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Appalachia","2025",0.00751206304824,0
"535","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Appalachia","2030",0.00657273975107616,0
"536","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Appalachia","2035",0.00875054613073254,0
"537","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","GulfCoast","2020",0.0010913367012,0
"538","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","GulfCoast","2025",0.001688109372,0
"539","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","GulfCoast","2030",0.0017723748915893,0
"540","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","GulfCoast","2035",0.00310575603278545,0
"541","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","MidA","2020",0.0036178725537,0
"542","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","MidA","2025",0.00499482745121,0
"543","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","MidA","2030",0.00456562649973816,0
"544","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","MidA","2035",0.00676251145467239,0
"545","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Midcontinent","2020",0.0025995494387,0
"546","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Midcontinent","2025",0.0035053538888,0
"547","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Midcontinent","2030",0.00305067631498956,0
"548","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Midcontinent","2035",0.00386777905348362,0
"549","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Midwest","2020",0.00478820156227,0
"550","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Midwest","2025",0.00653050098634,0
"551","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Midwest","2030",0.00575940685263222,0
"552","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","Midwest","2035",0.00738661682585394,0
"553","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","NewEngland","2020",0.01605287445198,0
"554","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","NewEngland","2025",0.02152202794088,0
"555","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","NewEngland","2030",0.0182723040039277,0
"556","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","NewEngland","2035",0.0201839706699819,0
"557","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","PacificNorthwest","2020",0.000888975296,0
"558","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","PacificNorthwest","2025",0.001272423661,0
"559","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","PacificNorthwest","2030",0.0012688588516215,0
"560","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","PacificNorthwest","2035",0.00204462083689132,0
"561","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","RockiesCentral","2020",0.00247487275,0
"562","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","RockiesCentral","2025",0.0033475466629,0
"563","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","RockiesCentral","2030",0.00293572388662266,0
"564","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","RockiesCentral","2035",0.00342028070140868,0
"565","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","SouthAtlantic","2020",0.001411888066,0
"566","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","SouthAtlantic","2025",0.002351155498,0
"567","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","SouthAtlantic","2030",0.00266027087184734,0
"568","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","SouthAtlantic","2035",0.00570174614364863,0
"569","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","West","2020",0.00457449460275,0
"570","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","West","2025",0.0071980517549,0
"571","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","West","2030",0.0075143842557233,0
"572","Current Policies","resid hot water","fuel water heater hi-eff","refined liquids","Billions 1975$","West","2035",0.00629575579865524,0
"573","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","AK-HI","2020",0.0110700574619,0
"574","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","AK-HI","2025",0.0109293837324,0
"575","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","AK-HI","2030",0.00914382910108406,0
"576","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","AK-HI","2035",0.00907879140432869,0
"577","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Appalachia","2020",0.2661201320186,0
"578","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Appalachia","2025",0.28732597137256,0
"579","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Appalachia","2030",0.238582599047578,0
"580","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Appalachia","2035",0.225484879443245,0
"581","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","GulfCoast","2020",0.1162612947274,0
"582","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","GulfCoast","2025",0.1319184870868,0
"583","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","GulfCoast","2030",0.107747854613687,0
"584","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","GulfCoast","2035",0.0951259637701124,0
"585","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","MidA","2020",0.2274515071204,0
"586","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","MidA","2025",0.2462234904124,0
"587","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","MidA","2030",0.204799573320067,0
"588","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","MidA","2035",0.190788985569933,0
"589","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Midcontinent","2020",0.15581675750769,0
"590","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Midcontinent","2025",0.1702660016789,0
"591","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Midcontinent","2030",0.141517633418183,0
"592","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Midcontinent","2035",0.127727273506918,0
"593","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Midwest","2020",0.3998853479644,0
"594","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Midwest","2025",0.4383506964537,0
"595","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Midwest","2030",0.370801612230757,0
"596","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","Midwest","2035",0.343613139517917,0
"597","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","NewEngland","2020",0.3748965820344,0
"598","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","NewEngland","2025",0.41638221500842,0
"599","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","NewEngland","2030",0.369094747162018,0
"600","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","NewEngland","2035",0.353846379524606,0
"601","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","PacificNorthwest","2020",0.0645749543166,0
"602","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","PacificNorthwest","2025",0.06731842635264,0
"603","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","PacificNorthwest","2030",0.0531965585179757,0
"604","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","PacificNorthwest","2035",0.0429148696640481,0
"605","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","RockiesCentral","2020",0.12838890256911,0
"606","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","RockiesCentral","2025",0.14542098177099,0
"607","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","RockiesCentral","2030",0.125349591582585,0
"608","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","RockiesCentral","2035",0.114570863104351,0
"609","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","SouthAtlantic","2020",0.11357657047058,0
"610","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","SouthAtlantic","2025",0.1208973306746,0
"611","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","SouthAtlantic","2030",0.0952991311034829,0
"612","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","SouthAtlantic","2035",0.0820694262128368,0
"613","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","West","2020",0.5916457806973,0
"614","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","West","2025",0.7067730643117,0
"615","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","West","2030",0.663292861877744,0
"616","Current Policies","resid hot water","gas water heater","gas","Billions 1975$","West","2035",0.151978102824903,0
"617","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","AK-HI","2020",0.00120192409147,0
"618","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","AK-HI","2025",0.00129308865454,0
"619","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","AK-HI","2030",0.00115404392565495,0
"620","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","AK-HI","2035",0.00138326908513216,0
"621","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Appalachia","2020",0.02624298745191,0
"622","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Appalachia","2025",0.02861694152465,0
"623","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Appalachia","2030",0.0234560991043027,0
"624","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Appalachia","2035",0.022808024734058,0
"625","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","GulfCoast","2020",0.01091989269188,0
"626","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","GulfCoast","2025",0.01203331250473,0
"627","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","GulfCoast","2030",0.00928392821561234,0
"628","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","GulfCoast","2035",0.00776433152950997,0
"629","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","MidA","2020",0.02246646033975,0
"630","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","MidA","2025",0.02461501385779,0
"631","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","MidA","2030",0.0202580408868216,0
"632","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","MidA","2035",0.019474050294302,0
"633","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midcontinent","2020",0.01528628960517,0
"634","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midcontinent","2025",0.01680509069297,0
"635","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midcontinent","2030",0.0137291112974719,0
"636","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midcontinent","2035",0.0126457588095143,0
"637","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midwest","2020",0.0396942885897,0
"638","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midwest","2025",0.04423178611502,0
"639","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midwest","2030",0.0371302533949488,0
"640","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","Midwest","2035",0.0356907335251396,0
"641","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","NewEngland","2020",0.03841766817288,0
"642","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","NewEngland","2025",0.04450373744944,0
"643","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","NewEngland","2030",0.0399925938264481,0
"644","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","NewEngland","2035",0.0411916016680496,0
"645","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","PacificNorthwest","2020",0.00634118815759,0
"646","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","PacificNorthwest","2025",0.00664991366672,0
"647","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","PacificNorthwest","2030",0.00517812628694379,0
"648","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","PacificNorthwest","2035",0.00425082391116428,0
"649","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2020",0.01245504422548,0
"650","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2025",0.01411984033879,0
"651","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2030",0.0118712296762981,0
"652","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2035",0.0109448081014521,0
"653","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2020",0.01101557677111,0
"654","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2025",0.01165428653578,0
"655","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2030",0.00892737859324962,0
"656","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2035",0.00760644432066545,0
"657","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2020",0.06030343196192,0
"658","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2025",0.07508835547492,0
"659","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2030",0.0709162795352655,0
"660","Current Policies","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2035",0.0165630979301455,0
"661","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2020",0,NA
"662","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2025",0,NA
"663","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2030",0,NA
"664","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2035",0,NA
"665","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2020",0,NA
"666","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2025",0,NA
"667","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2030",0,NA
"668","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2035",0,NA
"669","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2020",0,NA
"670","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2025",0,NA
"671","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2030",0,NA
"672","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2035",0,NA
"673","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","MidA","2020",0,NA
"674","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","MidA","2025",0,NA
"675","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","MidA","2030",0,NA
"676","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","MidA","2035",0,NA
"677","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2020",0,NA
"678","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2025",0,NA
"679","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2030",0,NA
"680","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2035",0,NA
"681","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Midwest","2020",0,NA
"682","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Midwest","2025",0,NA
"683","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Midwest","2030",0,NA
"684","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","Midwest","2035",0,NA
"685","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2020",0,NA
"686","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2025",0,NA
"687","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2030",0,NA
"688","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2035",0,NA
"689","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2020",0,NA
"690","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2025",0,NA
"691","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2030",0,NA
"692","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2035",0,NA
"693","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2020",0,NA
"694","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2025",0,NA
"695","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2030",0,NA
"696","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2035",0,NA
"697","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2020",0,NA
"698","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2025",0,NA
"699","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2030",0,NA
"700","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2035",0,NA
"701","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","West","2020",0,NA
"702","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","West","2025",0,NA
"703","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","West","2030",0,NA
"704","Enhanced Ambition","resid heating","coal furnace","coal","Billions 1975$","West","2035",0,NA
"705","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2020",0.0172589684566,-0.000405833077627538
"706","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2025",0.016620106863591,-0.000384378858661383
"707","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2030",0.015502052545682,-0.000385831391115254
"708","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2035",0.014667867615,-0.0274243455605175
"709","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2020",0.73196423600207,-0.000619936567412882
"710","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2025",0.62824648107483,-0.000613155100555041
"711","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2030",0.59083980071729,-0.000585973146954299
"712","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2035",0.47417068880508,-0.0288467992700554
"713","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2020",0.3877643581879,-0.000183238182024037
"714","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2025",0.32837801521334,-0.00018425824743673
"715","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2030",0.29388698391149,-0.000179206239158014
"716","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2035",0.24959222034072,-0.0341143518011542
"717","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","MidA","2020",0.64979185671441,-0.000291960873266328
"718","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","MidA","2025",0.54615253274904,-0.000277128917717695
"719","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","MidA","2030",0.47622729340707,-0.000288537598386096
"720","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","MidA","2035",0.38909802270386,-0.0269532116041077
"721","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2020",0.39991882197836,-0.000414444034166461
"722","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2025",0.34003832616069,-0.000410785242810907
"723","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2030",0.31152603811398,-0.000385807753601197
"724","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2035",0.24797283291237,-0.0368662290867002
"725","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2020",0.49361136150164,-0.000962337001211844
"726","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2025",0.42525389612474,-0.000964520002775138
"727","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2030",0.4140158835163,-0.000833888900858337
"728","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2035",0.3239216638883,-0.0459044708758926
"729","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2020",0.18064206244896,-0.00198713962791364
"730","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2025",0.14550266543283,-0.00201283903063543
"731","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2030",0.12827727052547,-0.00176019353076151
"732","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2035",0.09848233268971,-0.0809910567097772
"733","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2020",0.23537074047951,-2.50234538479166e-06
"734","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2025",0.18858788675309,1.46903717812563e-06
"735","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2030",0.1664298705949,3.14231330662551e-05
"736","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2035",0.13139488239165,-0.03926091007406
"737","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2020",0.13180045877866,-0.000636999375826952
"738","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2025",0.10734415942415,-0.00063535671920989
"739","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2030",0.09721433769651,-0.000591674952505117
"740","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2035",0.0782499187648,-0.0607428126865888
"741","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2020",0.5417249273348,-0.000228516801093259
"742","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2025",0.47515682613204,-0.000228570915313142
"743","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2030",0.42898238915386,-0.000221666929143272
"744","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2035",0.3534571797303,-0.0223592014777089
"745","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","West","2020",0.21557212667017,-0.000691691793678451
"746","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","West","2025",0.17881317758064,-0.000705267846309754
"747","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","West","2030",0.15980098941198,-0.000670811596259702
"748","Enhanced Ambition","resid heating","electric furnace","electricity","Billions 1975$","West","2035",0.12856446387468,-0.0485277821588833
"749","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2020",0.00823998843105,-0.00552768478257271
"750","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2025",0.01705156292382,-0.00186802527664887
"751","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2030",0.02916215765572,-0.00825164630160491
"752","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2035",0.0484548714166,0.115913093784636
"753","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2020",0.3648912813658,-0.0109776576395008
"754","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2025",0.6003202002741,-0.00402291504416596
"755","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2030",0.8734184388456,-0.00140208295627064
"756","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2035",1.1792634506001,0.12808053721086
"757","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2020",0.1770322557081,-0.000880871510181236
"758","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2025",0.245144959364,-0.000287266640877304
"759","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2030",0.3273733356969,-0.000937390316144593
"760","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2035",0.4405709478608,0.0470483242183717
"761","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2020",0.3109344262279,-0.00206406813553028
"762","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2025",0.47013023986435,0.00200738154259694
"763","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2030",0.6219305013815,0.0165631038609431
"764","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2035",0.83441681352365,0.122642603355147
"765","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2020",0.1941555164303,-0.00490812680274832
"766","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2025",0.31571875794085,-0.00173820215113341
"767","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2030",0.45037223175558,-0.00578591114085936
"768","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2035",0.59530335723666,0.0970161045608391
"769","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2020",0.2843420847172,-0.0149368020284384
"770","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2025",0.6175613510972,-0.00554724213238833
"771","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2030",0.9979260032727,-0.00182480568024035
"772","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2035",1.3941879232006,0.205332930625856
"773","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","NewEngland","2020",0.12454877364935,-0.0362367812067103
"774","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","NewEngland","2025",0.37460871312838,-0.00654704714111243
"775","Enhanced Ambition","resid heating","electric heat pump","electricity","Billions 1975$","NewEngland","2030",0.63036898151709,0.0464968721428134
